,movieId,title,userId,rating,timestamp
71063,6407,"Walk, Don't Run (1966)",474,2.0,1089387365
71064,6408,Animals are Beautiful People (1974),398,5.0,1311207819
71069,6415,Intervista (1987),606,4.0,1171361385
71070,6417,Live Wire (1992),594,4.0,1108975136
71071,6422,Shenandoah (1965),474,4.0,1062387935
71072,6424,Oscar (1991),448,1.0,1054457487
71075,6427,"Railway Children, The (1970)",448,4.0,1082282303
71078,6429,Winchester '73 (1950),177,4.0,1435720464
71082,6434,"Objective, Burma! (1945)",474,3.0,1086016625
71104,6449,From the Terrace (1960),606,3.0,1181665741
71105,6452,"Long, Hot Summer, The (1958)",309,4.0,1086565163
71106,6453,Man of Aran (1934),289,3.5,1143424995
71107,6454,Music Box (1989),474,3.5,1055190162
71121,6465,Jubilee (1977),387,3.0,1145685589
71125,6476,Shattered (1991),448,3.0,1064154633
71126,6477,"Song of Bernadette, The (1943)",474,3.0,1100292086
71127,6480,Thoroughly Modern Millie (1967),167,3.0,1154722483
71149,6493,Alex and Emma (2003),414,2.0,1089641315
71235,6506,Fulltime Killer (Chuen jik sat sau) (2001),599,3.5,1519254733
71238,6510,"Bodies, Rest & Motion (1993)",414,3.0,1073681412
71239,6514,Ring of Terror (1962),448,0.5,1262200449
71240,6515,You Only Live Once (1937),474,4.5,1111412832
71241,6516,Anastasia (1956),606,3.5,1171755910
71246,6527,Scaramouche (1952),474,3.0,1089204064
71247,6528,Start the Revolution Without Me (1970),462,2.0,1472697747
71250,6533,"What's Up, Doc? (1972)",387,4.5,1094877835
71532,6542,"Cuckoo, The (Kukushka) (2002)",414,3.5,1088437531
71533,6545,I Capture the Castle (2003),474,4.5,1073508736
71569,6551,"Anarchist Cookbook, The (2002)",182,4.0,1063274282
71582,6553,"Embalmer, The (Imbalsamatore, L') (2002)",606,4.0,1171361628
71585,6557,Born to Be Wild (1995),599,0.5,1498502617
71593,6560,Loose Cannons (1990),414,2.0,1064942008
71594,6561,"Mouse That Roared, The (1959)",311,3.0,1057854733
71595,6563,Masked & Anonymous (2003),414,2.5,1082914275
71639,6571,"Mondays in the Sun (Lunes al sol, Los) (2002)",182,4.0,1077069363
71642,6573,Avanti! (1972),606,4.0,1173570357
71643,6574,Eve of Destruction (1991),414,1.0,1065800319
71646,6578,"Kiss Me, Stupid (1964)",606,3.5,1171833745
71654,6583,"Blood of Heroes, The (Salute of the Jugger, The) (1989)",580,4.0,1167673679
71674,6587,Gigli (2003),599,1.5,1498503991
71675,6588,And Now... Ladies and Gentlemen... (2002),182,4.0,1063274248
71682,6592,"Secret Lives of Dentists, The (2002)",474,4.0,1075729870
71721,6596,"Divorce, Le (2003)",504,3.5,1063644773
71722,6597,"Princess Blade, The (Shura Yukihime) (2001)",428,3.0,1111525878
71723,6598,Step Into Liquid (2002),414,3.5,1098643734
71724,6603,"Double Life, A (1947)",474,2.5,1087832522
71725,6604,Hawks and Sparrows (Uccellacci e Uccellini) (1966),89,4.0,1520409648
71726,6609,"Gospel According to St. Matthew, The (Vangelo secondo Matteo, Il) (1964)",474,3.5,1107784415
71727,6611,Umberto D. (1952),462,5.0,1293373913
71803,6628,Hot Dog... The Movie (1984),414,2.0,1064942016
71827,6644,"Green Ray, The (Rayon vert, Le) (1986)",606,4.0,1172016891
71838,6654,Atragon (Kaitei Gunkan) (1963),377,3.5,1340347438
71839,6656,Attack of the Puppet People (1958),377,4.0,1340347472
71860,6660,"Red Shoes, The (1948)",474,3.5,1089386579
71883,6665,Dracula (1979),594,4.5,1108951169
71889,6667,Waco: The Rules of Engagement (1997),474,3.5,1118840574
71898,6671,"Angel at My Table, An (1990)",606,4.0,1171737038
71899,6678,"Handmaid's Tale, The (1990)",91,3.5,1112717289
71900,6679,Revolution OS (2001),182,4.0,1063274141
71912,6688,Autumn Spring (Babí léto) (2001),182,3.5,1077069614
71913,6689,"Battle of Shaker Heights, The (2003)",414,4.0,1071505718
71914,6691,Dust (2001),599,2.5,1498518721
71915,6692,Stoked: The Rise and Fall of Gator (2002),580,2.0,1167792078
71920,6696,Bollywood/Hollywood (2002),414,2.5,1072571764
71921,6699,Once Upon a Time in the Midlands (2002),414,3.0,1090379558
71927,6705,Party Monster (2003),307,2.5,1189607377
71928,6706,Taking Sides (2001),309,3.5,1088521739
72068,6715,Children of the Night (1991),274,3.5,1172275354
72069,6718,Gotcha! (1985),414,2.5,1064941890
72079,6722,Once Upon a Time in China II (Wong Fei-hung Ji Yi: Naam yi dong ji keung) (1992),599,2.5,1519127592
72103,6746,Squirm (1976),514,2.0,1534086671
72104,6748,"Brood, The (1979)",387,3.0,1154834566
72108,6751,Cold Creek Manor (2003),578,2.5,1300990921
72109,6752,"Fighting Temptations, The (2003)",82,3.5,1084944635
72204,6768,Luther (2003),474,4.0,1102341187
72205,6769,Mambo Italiano (2003),596,3.0,1535832802
72208,6772,To Be and to Have (Être et avoir) (2002),474,3.0,1100292097
72239,6775,Life and Debt (2001),462,4.0,1214003782
72250,6782,Leningrad Cowboys Go America (1989),606,4.0,1171727932
72289,6788,Angie (1994),474,2.0,1064171865
72290,6789,"Apartment, The (Appartement, L') (1996)",606,4.0,1171375616
72333,6797,Bugsy (1991),414,3.0,1073681731
72339,6803,Phenomena (a.k.a. Creepers) (1985),606,3.5,1171326912
72340,6804,Crimewave (1985),599,2.0,1498511068
72385,6809,Tightrope (1984),414,3.0,1065800034
72398,6814,City Heat (1984),448,3.0,1066069812
72399,6816,Three O'Clock High (1987),414,4.0,1065799981
72400,6817,"White Hunter, Black Heart (1990)",28,3.0,1242032439
72409,6821,More American Graffiti (1979),514,3.0,1536466394
72418,6835,Alien Contamination (1980),3,5.0,1306463670
72419,6836,"Amazing Transparent Man, The (1960)",377,3.5,1340343864
72420,6837,Love Affair (1939),474,3.0,1103636757
72430,6853,Campus Man (1987),480,1.0,1179177991
72448,6860,Mobsters (1991),599,2.0,1519345916
72777,6882,Returner (Ritaanaa) (2002),599,2.5,1498515557
72778,6883,Sylvia (2003),414,3.0,1095466109
72784,6886,Beyond Borders (2003),82,3.5,1084519713
72834,6899,Alien from L.A. (1988),377,3.5,1340343436
72839,6911,"Jolson Story, The (1946)",474,3.5,1067266116
72840,6912,You'll Never Get Rich (1941),474,3.5,1110202926
72846,6927,"Human Stain, The (2003)",504,4.0,1072066575
72933,6935,"Revolution Will Not Be Televised, The (a.k.a. Chavez: Inside the Coup) (2003)",462,4.0,1201445627
72973,6938,Billabong Odyssey (2003),226,4.0,1159220558
72974,6939,Gloomy Sunday (Ein Lied von Liebe und Tod) (1999),68,4.0,1267238420
73087,6948,Tupac: Resurrection (2003),474,4.0,1110202908
73088,6949,"Big Empty, The (2003)",82,3.5,1084944803
73173,6961,Damage (Fatale) (1992),606,4.0,1171579826
73174,6962,OT: Our Town (2002),474,3.5,1125600630
73177,6965,Journeys with George (2002),474,3.5,1077890823
73181,6967,Dead of Night (1945),594,0.5,1108950675
73182,6969,"Dernier Combat, Le (Last Battle, The) (1983)",182,4.5,1075801013
73185,6971,Europa (Zentropa) (1991),182,4.0,1075802456
73186,6973,Final Analysis (1992),606,2.5,1171405011
73225,6982,Forbidden Games (Jeux interdits) (1952),474,3.5,1238350176
73226,6983,Jane Eyre (1944),250,5.0,1121217775
73227,6984,"Tale of Two Cities, A (1935)",474,4.0,1087827048
73233,6986,Ben-Hur: A Tale of the Christ (1925),137,3.0,1204859931
73245,6990,The Great Train Robbery (1978),474,3.5,1087831899
73272,6998,House of Cards (1993),599,2.0,1519180075
73302,7005,King Ralph (1991),599,1.5,1498504764
73322,7012,Mr. Destiny (1990),474,3.0,1070309684
73376,7023,"Wedding Banquet, The (Xi yan) (1993)",594,4.5,1108972356
73400,7031,"Real McCoy, The (1993)",594,4.0,1108975081
73401,7032,Revenge (1990),594,4.0,1108975139
73421,7037,High Heels (Tacones lejanos) (1991),606,4.5,1171325644
73422,7038,Things You Can Tell Just by Looking at Her (2000),182,4.0,1075801179
73423,7040,To Live and Die in L.A. (1985),51,2.5,1230931819
73424,7041,Trapped in Paradise (1994),599,2.5,1498516236
73444,7047,Year of the Dragon (1985),599,2.5,1498518892
73449,7049,Flying Down to Rio (1933),474,3.0,1070286678
73454,7052,Mary of Scotland (1936),474,3.0,1070286695
73455,7053,Roberta (1935),474,4.0,1070286716
73458,7055,Swing Time (1936),474,4.0,1129579320
73461,7057,"Midsummer Night's Dream, A (1935)",474,3.5,1070286698
73462,7058,Life with Father (1947),474,3.5,1081177586
73468,7061,Dark Victory (1939),474,4.0,1099923507
73469,7062,Birdman of Alcatraz (1962),474,4.0,1083589271
73484,7065,"Birth of a Nation, The (1915)",177,2.0,1435537444
73491,7070,Red River (1948),474,4.0,1100962975
73492,7071,"Woman Under the Influence, A (1974)",318,5.0,1421499616
73496,7073,"Shot in the Dark, A (1964)",474,2.5,1091124339
73497,7074,"Navigator, The (1924)",474,3.5,1100526644
73498,7075,"Court Jester, The (1956)",474,3.5,1101737037
73517,7083,Sweet Dreams (1985),474,3.0,1129579527
73524,7086,Pygmalion (1938),474,3.5,1238350378
73527,7088,Black Orpheus (Orfeu Negro) (1959),387,4.0,1094877241
73574,7096,Rivers and Tides (2001),110,5.0,1175330140
73608,7103,Madhouse (1990),226,3.5,1095695239
73616,7109,Beyond the Clouds (Al di là delle nuvole) (1996),606,3.0,1232573721
73617,7114,"Collector, The (1965)",594,0.5,1108950852
73638,7122,King of Hearts (1966),356,5.0,1229140045
73651,7125,Spring Forward (1999),599,2.0,1519142535
73652,7127,Run (1991),66,3.5,1113190384
73653,7131,"Summer Place, A (1959)",606,3.0,1171813499
73663,7134,"Element of Crime, The (Forbrydelsens Element) (1984)",405,4.0,1295931831
73681,7141,My Flesh and Blood (2003),474,4.0,1165539947
74140,7165,"Company, The (2003)",414,3.0,1103522460
74141,7167,Japanese Story (2003),474,3.0,1089386893
74178,7176,Crimson Gold (Talaye sorgh) (2003),414,3.5,1105637845
74179,7177,Osama (2003),474,3.5,1089386572
74180,7178,"Great Gatsby, The (1974)",346,3.0,1094646539
74181,7179,Wuthering Heights (1992),346,2.5,1094646829
74182,7181,Ship of Fools (1965),462,3.5,1138425637
74183,7184,This Property is Condemned (1966),310,4.5,1078648541
74184,7190,Jane Eyre (1970),474,3.5,1140047474
74185,7191,Blame It on the Bellboy (1992),599,2.0,1519442710
74190,7202,Beyond Re-Animator (2003),610,3.0,1493848602
74191,7205,"Wind and the Lion, The (1975)",387,3.0,1094942242
74200,7211,People Will Talk (1951),474,3.5,1073255487
74210,7217,Dark Passage (1947),474,4.0,1137521618
74211,7218,"Ox-Bow Incident, The (1943)",309,4.5,1086564148
74212,7219,They Drive by Night (1940),474,4.0,1093142418
74215,7223,D.O.A. (1950),474,2.5,1073255459
74238,7238,Ashes and Diamonds (Popiól i diament) (1958),318,4.0,1428491623
74239,7243,Intolerance: Love's Struggle Throughout the Ages (1916),177,3.5,1435537467
74240,7245,Tormented (1960),448,1.0,1263060377
74252,7248,"Suriyothai (a.k.a. Legend of Suriyothai, The) (2001)",414,3.5,1109974480
74253,7251,Where the Day Takes You (1992),414,4.0,1076099570
74328,7260,Latter Days (2003),596,3.5,1535832746
74332,7262,Catch That Kid (2004),232,2.0,1218170688
74343,7264,An Amazing Couple (2002),182,4.0,1090326653
74357,7266,"Lost Skeleton of Cadavra, The (2002)",520,4.0,1326610848
74358,7282,"Hip Hop Witch, Da (2000)",307,1.0,1189457208
74368,7292,Best Defense (1984),606,2.5,1173829806
74429,7302,"Thief of Bagdad, The (1924)",177,3.5,1435537634
74434,7304,Allegro non troppo (1977),377,4.0,1340343594
74437,7306,"Herod's Law (Ley de Herodes, La) (2000)",432,3.0,1315243798
74440,7308,King Solomon's Mines (1985),91,2.5,1112717702
74447,7312,"Follow Me, Boys! (1966)",88,0.5,1331421236
74550,7326,"Reckoning, The (2004)",474,3.5,1091623060
74557,7328,"Passion of Anna, The (Passion, En) (1969)",387,3.5,1195976321
74560,7335,Pickup on South Street (1953),477,4.0,1244789352
74561,7336,"Damned, The (La Caduta degli dei) (1969)",387,3.5,1117355207
74566,7344,"Wrong Arm of the Law, The (1963)",606,3.5,1171729052
74567,7345,Agent Cody Banks 2: Destination London (2004),594,4.0,1115885856
74606,7349,Broken Wings (Knafayim Shvurot) (2002),580,3.0,1168085193
74612,7357,Peyton Place (1957),474,3.5,1107873097
74764,7364,Intermission (2003),414,4.0,1101751603
74787,7368,Never Die Alone (2004),274,3.5,1248335916
74812,7372,Ned Kelly (2003),448,3.0,1082793500
74867,7377,"United States of Leland, The (2003)",608,3.5,1117503192
74914,7390,Prey for Rock & Roll (2003),414,1.5,1113230425
74915,7394,Those Magnificent Men in Their Flying Machines (1965),387,2.5,1095311037
74925,7411,Munchies (1987),64,1.5,1161565316
74926,7414,Going in Style (1979),474,2.5,1080568515
75060,7443,This So-Called Disaster (2003),599,3.5,1519370076
75190,7455,"Mudge Boy, The (2003)",503,3.0,1335219803
75191,7457,Breakin' All the Rules (2004),553,3.5,1219556862
75240,7459,Carandiru (2003),318,4.5,1309078378
75247,7477,Eye See You (D-Tox) (2002),514,2.5,1533945338
75248,7479,Watch on the Rhine (1943),474,4.0,1083589595
75268,7487,Henry & June (1990),606,4.0,1171755246
75269,7492,Martin (1977),91,4.0,1112712710
75276,7560,Fail-Safe (1964),474,4.0,1238350542
75277,7561,Paperhouse (1988),91,3.5,1112712598
75278,7562,Dobermann (1997),610,2.5,1479544865
75304,7572,Wit (2001),474,4.5,1132173402
75326,7615,Desert Hearts (1985),596,4.5,1535833176
75327,7616,Body Double (1984),387,2.5,1154579348
75333,7620,Monster in a Box (1992),462,4.0,1123891755
75340,7636,Raising Cain (1992),307,0.5,1189608079
75381,7702,"Bells of St. Mary's, The (1945)",474,3.5,1087831882
75382,7704,"Delta Force, The (1986)",599,2.0,1519347513
75389,7707,"He Said, She Said (1991)",599,2.0,1519354277
75390,7708,Bedazzled (1967),307,2.0,1186258633
75391,7713,Cat People (1942),474,4.0,1100292118
75392,7714,Camelot (1967),474,4.0,1083701611
75393,7716,"Lonely Guy, The (1984)",474,3.5,1083701607
75398,7727,Protocol (1984),474,3.0,1087832288
75402,7730,Matinee (1993),514,3.0,1534560088
75403,7742,Baxter (1989),594,0.5,1108950670
75406,7745,"Scent of Green Papaya, The (Mùi du du xhan - L'odeur de la papaye verte) (1993)",387,4.0,1117438276
75411,7749,Weekend (a.k.a. Le Week-end) (Week End) (1967),387,4.0,1155370453
75432,7772,Undercurrent (1946),474,3.5,1100292158
75435,7781,Twister (1990),307,1.5,1186259290
75438,7786,Genghis Blues (1999),462,3.5,1201445634
75452,7811,Babylon 5: The River of Souls (1998),210,4.0,1527266180
75456,7815,True Stories (1986),260,5.0,1109410367
75459,7822,Mogambo (1953),474,3.0,1084279238
75460,7826,"Secret Life of Walter Mitty, The (1947)",474,3.5,1084279234
75461,7831,Another Thin Man (1939),474,3.5,1144111831
75462,7832,"Thin Man Goes Home, The (1945)",474,3.5,1144882753
75463,7833,Shadow of the Thin Man (1941),474,3.5,1144882783
75467,7835,Song of the Thin Man (1947),474,3.5,1144882786
75468,7839,Love Crazy (1941),474,3.5,1084279177
75478,7843,Lammbock (2001),18,4.5,1492805510
75489,7879,Notorious C.H.O. (2002),263,3.5,1090948262
75490,7882,The Plague of the Zombies (1966),474,3.0,1084365770
75499,7891,"Last Man on Earth, The (Ultimo uomo della Terra, L') (1964)",514,3.0,1533945835
75506,7896,Ride the High Country (1962),474,3.5,1094562833
75507,7899,Master of the Flying Guillotine (Du bi quan wang da po xue di zi) (1975),3,4.5,1306464036
75508,7900,Frankenstein Must Be Destroyed (1969),474,3.0,1084365728
75509,7916,Gidget (1959),606,3.5,1171813550
75510,7920,Desperate Living (1977),462,3.5,1123891062
75511,7924,Stray Dog (Nora inu) (1949),23,3.5,1107341502
75514,7926,High and Low (Tengoku to jigoku) (1963),298,4.0,1447518364
75527,7936,Shame (Skammen) (1968),387,4.0,1146372921
75530,7938,Winter Light (Nattvardsgästerna) (1963),387,3.5,1160979635
75531,7939,Through a Glass Darkly (Såsom i en spegel) (1961),387,4.5,1160898694
75532,7940,The Magician (1958),346,4.5,1125857331
75533,7943,"Killers, The (1946)",309,4.0,1166068511
75534,7944,"Night of the Iguana, The (1964)",474,3.0,1086785434
75535,7951,Nightbreed (1990),387,2.0,1207464614
75536,7976,Ken Park (2002),187,4.5,1161954861
75537,7979,Monterey Pop (1968),318,3.5,1304077756
75563,7984,From Beyond (1986),610,4.0,1495959169
75564,7986,Robot Jox (1990),599,1.0,1519174935
75565,7987,Dolls (1987),387,2.5,1215672910
75566,7988,Space Truckers (1996),599,2.0,1519369662
75570,7993,"Bucket Of Blood, A (1959)",387,2.5,1188367796
75574,8010,"Power of One, The (1992)",28,4.0,1235806217
75592,8015,"Phantom Tollbooth, The (1970)",260,3.5,1109410580
75595,8019,Dark Water (Honogurai mizu no soko kara) (2002),474,4.0,1132173380
75598,8025,The Thief (1997),105,4.5,1446622146
75611,8043,Jack the Bear (1993),599,1.5,1519142260
75615,8045,Hamburger Hill (1987),599,2.0,1519244828
75616,8057,Sweet Bird of Youth (1962),474,3.0,1087832210
75617,8092,Frankenstein Unbound (1990),580,3.0,1167860701
75618,8093,Shiri (Swiri) (1999),64,3.5,1161530106
75619,8094,Bad Day at Black Rock (1955),474,3.5,1139102246
75620,8117,In China They Eat Dogs (I Kina spiser de hunde) (1999),18,4.0,1456859960
75621,8118,Delta Force 2 (Delta Force 2: The Colombian Connection) (1990),594,4.0,1108975387
75627,8125,Sunrise: A Song of Two Humans (1927),474,4.0,1140403914
75628,8126,Shock Corridor (1963),477,3.5,1244789349
75634,8131,Pursuit of Happiness (2001),480,3.5,1179163130
75644,8136,Indestructible Man (1956),448,0.5,1262267722
75645,8137,"Wasp Woman, The (1959)",448,0.5,1221415770
75650,8143,Lola Montès (1955),50,3.5,1527106239
75651,8147,Charly (1968),91,4.0,1112712000
75652,8153,Lust for Life (1956),474,2.5,1084884338
75664,8158,Rush (1991),66,4.0,1104644268
75677,8188,Sansho the Bailiff (Sanshô dayû) (1954),387,3.5,1204067281
75678,8189,Zazie dans le métro (1960),567,3.0,1525286677
75679,8190,"Americanization of Emily, The (1964)",318,4.0,1428826553
75680,8191,Anne of the Thousand Days (1969),474,4.0,1109599579
75683,8196,Beyond the Valley of the Dolls (1970),387,3.5,1184652464
75684,8197,Hiroshima Mon Amour (1959),105,4.0,1446572822
75693,8225,Night of the Living Dead (1990),274,4.0,1172008239
75711,8232,I Love You Again (1940),474,3.5,1085403561
75714,8236,While the City Sleeps (1956),580,0.5,1167791433
75715,8238,Little Murders (1971),89,5.0,1520409130
75716,8239,Viridiana (1961),387,4.0,1155194252
75717,8241,Masterminds (1997),274,4.0,1171491883
75732,8264,Grey Gardens (1975),525,3.5,1476477370
75742,8275,College (1927),474,3.5,1181348018
75745,8293,Used People (1992),474,3.5,1085671095
75746,8302,"Front Page, The (1931)",474,3.5,1085749102
75749,8331,"Man Who Came to Dinner, The (1942)",474,4.0,1201833049
75750,8335,Make Way for Tomorrow (1937),567,3.5,1525285729
75751,8336,"Major and the Minor, The (1942)",474,3.5,1111412902
75754,8338,Black Narcissus (1947),474,4.0,1112282473
76079,8375,"Hunting of the President, The (2004)",474,2.5,1106503362
76117,8378,"Doctor, The (1991)",28,4.0,1242290283
76118,8379,"Dresser, The (1983)",50,3.0,1514240037
76119,8380,Father Hood (1993),599,2.5,1519422605
76120,8382,Hello Again (1987),474,2.5,1086016467
76121,8383,Hope Springs (2003),292,1.0,1362267999
76122,8385,Lover Come Back (1961),474,3.0,1115044114
76128,8391,Big Wednesday (1978),606,3.0,1171839204
76129,8402,Book of Love (1990),307,2.0,1186413483
76132,8410,Suddenly (1954),474,3.5,1097034394
76133,8424,"Divorcee, The (1930)",474,4.0,1100292121
76134,8425,Meet the Applegates (1991),599,2.0,1498510714
76135,8426,Robot Carnival (Roboto kânibauru) (1987),91,4.0,1112712997
76136,8427,Americathon (1979),580,1.5,1167860808
76137,8446,Sands of Iwo Jima (1949),474,2.5,1087832464
76138,8447,This Island Earth (1955),448,1.0,1087150729
76139,8450,Anthony Adverse (1936),474,3.0,1086098891
76142,8454,Luna Papa (1999),606,3.5,1171502042
76143,8456,Investigation of a Citizen Above Suspicion (Indagine su un cittadino al di sopra di ogni sospetto) (1970),606,4.0,1171500574
76144,8458,To Each His Own (1946),474,3.5,1086098722
76145,8459,"Heiress, The (1949)",474,3.5,1086098720
76146,8461,Dragon Seed (1944),474,3.5,1086098718
76147,8462,Executive Suite (1954),474,3.0,1086098715
76148,8463,Johnny Belinda (1948),474,4.0,1086103054
76199,8465,Johnny Eager (1942),474,3.5,1106503412
76202,8481,Northwest Passage (1940),474,3.0,1086191946
76205,8484,"Human Condition I, The (Ningen no joken I) (1959)",318,4.5,1454191520
76219,8494,"Cincinnati Kid, The (1965)",580,0.5,1167791240
76220,8495,Animal Factory (2000),28,2.5,1236311537
76221,8500,Godzilla vs. Mechagodzilla (Gojira tai Mekagojira) (1974),599,2.5,1519240400
76226,8502,Show Boat (1951),474,3.0,1089386934
76238,8511,"Immigrant, The (1917)",105,4.5,1447537575
76239,8512,Silent Movie (1976),387,3.5,1117430828
76240,8518,Anna Christie (1930),474,3.5,1086871736
76340,8532,"Door in the Floor, The (2004)",199,2.5,1094516652
76379,8534,Two Brothers (Deux frères) (2004),474,3.5,1106057688
76380,8535,De-Lovely (2004),263,4.0,1091039700
76384,8571,Bob & Carol & Ted & Alice (1969),156,3.5,1106881899
76387,8575,"Happenstance (Battement d'ailes du papillon, Le) (2001)",474,3.0,1104933055
76388,8577,Comandante (2003),420,4.0,1218207680
76391,8580,Into the Woods (1991),357,5.0,1348610734
76398,8587,Mayor of the Sunset Strip (2003),414,3.5,1109974344
76399,8588,Killing Me Softly (2002),432,4.0,1315243675
76400,8591,"Philadelphia Experiment, The (1984)",474,3.5,1087827079
76401,8593,Juice (1992),484,4.0,1342300766
76406,8601,Zero de conduite (Zero for Conduct) (Zéro de conduite: Jeunes diables au collège) (1933),606,4.0,1171328320
76423,8611,"Farmer's Daughter, The (1947)",474,3.5,1087995301
76430,8617,Butterfield 8 (1960),474,3.0,1088167496
76481,8626,Dr. Terror's House of Horrors (1965),230,1.5,1196304735
76482,8632,Secret Society (2002),483,0.5,1178294405
76732,8650,Long Day's Journey Into Night (1962),474,3.5,1108868108
76819,8667,A Home at the End of the World (2004),608,3.5,1117491550
76820,8670,"Testament of Dr. Mabuse, The (Das Testament des Dr. Mabuse) (1933)",387,4.0,1179199985
76823,8684,"Man Escaped, A (Un  condamné à mort s'est échappé ou Le vent souffle où il veut) (1956)",474,3.5,1238350150
76824,8685,"Miracle of Marcelino, The (Marcelino pan y vino) (1955)",606,3.5,1171730449
76825,8690,Slaughterhouse-Five (1972),440,4.0,1237569036
76829,8711,Mr. Blandings Builds His Dream House (1948),474,3.0,1089638385
76830,8712,My Favorite Wife (1940),474,3.0,1089638383
76831,8713,"New Adventures of Pippi Longstocking, The (1988)",606,3.0,1171501806
76832,8714,Night and Day (1946),474,2.5,1089638381
76835,8720,"Super, The (1991)",599,2.0,1519367819
76838,8727,"Day of the Locust, The (1975)",594,2.0,1108950862
76841,8738,"Woman Is a Woman, A (femme est une femme, Une) (1961)",398,5.0,1311207555
76846,8753,Unprecedented: The 2000 Presidential Election (2002),474,3.5,1099575386
76847,8754,"Prime of Miss Jean Brodie, The (1969)",474,4.0,1189991007
76848,8755,My Voyage to Italy (Il mio viaggio in Italia) (1999),599,3.0,1519262723
76849,8771,Sherlock Holmes: Terror by Night (1946),474,3.0,1120662150
76850,8772,"Spy Who Came in from the Cold, The (1965)",517,0.5,1487958546
76851,8773,Sherlock Holmes and the Secret Weapon (1942),474,3.0,1120662162
76852,8774,Sherlock Holmes: The Woman in Green (1945),474,3.5,1120573208
76943,8795,Musa the Warrior (Musa) (2001),64,4.5,1161529979
76996,8800,Code 46 (2003),580,4.5,1212343018
76997,8804,"Story of Women (Affaire de femmes, Une) (1988)",74,5.0,1207502952
77077,8831,Suspect Zero (2004),274,3.5,1172110981
77092,8840,Who's That Knocking at My Door? (1967),610,1.0,1479542247
77093,8844,Camera Buff (Amator) (1979),580,3.0,1168085188
77262,8875,"Come Back, Little Sheba (1952)",474,4.0,1095092244
77276,8894,Orca: The Killer Whale (1977),514,1.5,1534086621
77277,8905,1492: Conquest of Paradise (1992),599,2.5,1519234978
77321,8911,Raise Your Voice (2004),175,5.0,1234189764
77341,8915,Stage Beauty (2004),414,3.5,1137259731
77377,8918,Eulogy (2004),232,3.0,1206993616
77380,8920,"Country Girl, The (1954)",474,3.5,1238350317
77381,8921,"Rose Tattoo, The (1955)",474,3.5,1097508640
77385,8933,"Decline of the American Empire, The (Déclin de l'empire américain, Le) (1986)",606,4.0,1171323614
77386,8934,Bebe's Kids (1992),599,1.0,1498533305
77395,8938,Tarnation (2003),474,4.0,1116517476
77497,8952,Falling Angels (2003),414,3.5,1158601616
77498,8954,Lightning in a Bottle (2004),414,4.0,1216145481
77499,8955,Undertow (2004),474,3.0,1118667186
77680,8964,Callas Forever (2002),606,3.0,1232573744
77822,8979,Guerrilla: The Taking of Patty Hearst (2004),474,4.0,1137521438
77924,8987,Bush's Brain (2004),474,3.0,1101737069
77925,8989,Damn Yankees! (1958),474,3.5,1142189171
77926,8998,That's Entertainment (1974),357,4.0,1348612877
77927,9004,D.A.R.Y.L. (1985),599,2.0,1519240481
77930,9008,"Invisible Man Returns, The (1940)",177,2.5,1435540203
77939,25746,"Hunchback of Notre Dame, The (1923)",177,3.0,1435537593
77942,25752,"Freshman, The (1925)",474,4.0,1238350219
77943,25753,Greed (1924),474,4.0,1139940944
77944,25757,"Jazz Singer, The (1927)",474,4.0,1165540242
77945,25769,"Steamboat Bill, Jr. (1928)",474,4.5,1144882713
77950,25773,Little Caesar (1931),221,4.0,1121365551
77951,25782,Boudu Saved From Drowning (Boudu sauvé des eaux) (1932),567,0.5,1525290050
77954,25795,Dinner at Eight (1933),474,3.5,1141933763
77955,25797,Gold Diggers of 1933 (1933),177,3.5,1435539019
77956,25805,"Atalante, L' (1934)",606,4.5,1171328279
77961,25826,Libeled Lady (1936),474,3.5,1238350231
77964,25833,Camille (1936),606,4.0,1173381141
77965,25834,Captains Courageous (1937),414,4.0,1246413878
77974,25865,"Letter, The (1940)",474,4.0,1201833271
77975,25870,Here Comes Mr. Jordan (1941),474,3.5,1165539840
77978,25887,Tales of Manhattan (1942),89,5.0,1520409386
77981,25905,"Miracle of Morgan's Creek, The (1944)",600,3.5,1237857925
77982,25906,Mr. Skeffington (1944),177,5.0,1435540910
77983,25923,Great Expectations (1946),600,3.5,1237761828
77984,25927,"Stranger, The (1946)",474,3.0,1128097743
77988,25940,"Lady from Shanghai, The (1947)",474,3.5,1137521287
77989,25946,"Three Musketeers, The (1948)",606,3.5,1209233898
77990,25947,Unfaithfully Yours (1948),600,5.0,1237858027
77991,25952,"Letter to Three Wives, A (1949)",474,4.0,1201833252
77992,25959,Annie Get Your Gun (1950),377,2.5,1340344443
77993,25962,King Solomon's Mines (1950),474,3.0,1189991147
77994,25963,"Young and the Damned, The (Olvidados, Los) (1950)",387,4.0,1185170990
77995,25996,"Star Is Born, A (1954)",474,3.5,1141933708
77996,25999,The Wild One (1953),474,3.5,1141933637
77997,26002,Confidential Report (1955),387,3.5,1172390168
77998,26003,Night and Fog (Nuit et brouillard) (1955),318,4.5,1413646074
77999,26038,Teacher's Pet (1958),606,4.0,1171825752
78000,26048,"Human Condition II, The (Ningen no joken II) (1959)",318,4.5,1457642882
78003,26059,When a Woman Ascends the Stairs (Onna ga kaidan wo agaru toki) (1960),318,4.5,1432312458
